trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3670,False,"{'a': 0.001, 'e': 0.025476469946681016}",30,18,23.857153415562006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3671,False,"{'a': 0.001, 'e': 0.025451006210724283}",25,18,12.589663005540796,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3672,False,"{'a': 0.001, 'e': 0.025425567925775893}",20,6,23.622811753502887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3673,False,"{'a': 0.001, 'e': 0.025400155066397548}",25,13,21.762988655765465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3674,False,"{'a': 0.001, 'e': 0.025374767607176385}",20,6,28.124619366813803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3675,False,"{'a': 0.001, 'e': 0.02534940552272493}",20,6,23.07433872191342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3676,False,"{'a': 0.001, 'e': 0.025324068787681127}",35,16,33.99599291964628,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3677,False,"{'a': 0.001, 'e': 0.02529875737670822}",20,10,17.833871846633727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3678,False,"{'a': 0.001, 'e': 0.025273471264494796}",20,16,8.430433652305059,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3679,False,"{'a': 0.001, 'e': 0.025248210425754734}",20,15,10.764123320659959,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3680,False,"{'a': 0.001, 'e': 0.025222974835227212}",30,9,22.3746354697233,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
3681,False,"{'a': 0.001, 'e': 0.025197764467676628}",30,16,26.48063576519604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3682,False,"{'a': 0.001, 'e': 0.025172579297892607}",30,13,31.171115456650476,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3683,False,"{'a': 0.001, 'e': 0.025147419300689974}",20,11,17.53749983746358,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3684,False,"{'a': 0.001, 'e': 0.02512228445090875}",20,8,23.708093563014746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3685,False,"{'a': 0.001, 'e': 0.025097174723414068}",25,17,15.488536957147636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3686,False,"{'a': 0.001, 'e': 0.025072090093096203}",20,14,10.728870219006634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3687,False,"{'a': 0.001, 'e': 0.025047030534870507}",20,7,21.238585642542315,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3688,False,"{'a': 0.001, 'e': 0.025021996023677443}",30,10,-15.125519393322197,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
3689,False,"{'a': 0.001, 'e': 0.024996986534482492}",20,13,11.071159991026343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3690,False,"{'a': 0.001, 'e': 0.024972002042276155}",25,13,23.99390500713054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3691,False,"{'a': 0.001, 'e': 0.024947042522073932}",25,16,17.348422118945734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3692,False,"{'a': 0.001, 'e': 0.02492210794891632}",25,10,19.97634155317456,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
3693,False,"{'a': 0.001, 'e': 0.024897198297868735}",25,11,26.591111436948907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3694,False,"{'a': 0.001, 'e': 0.024872313544021522}",25,19,11.189661965452242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3695,False,"{'a': 0.001, 'e': 0.024847453662489916}",25,14,22.786146376979634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3696,False,"{'a': 0.001, 'e': 0.02482261862841405}",20,12,13.711921346905502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3697,False,"{'a': 0.001, 'e': 0.024797808416958885}",30,14,31.368777285687724,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3698,False,"{'a': 0.001, 'e': 0.0247730230033142}",35,17,29.778868764529452,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3699,False,"{'a': 0.001, 'e': 0.024748262362694576}",20,16,8.094260609759422,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3700,False,"{'a': 0.001, 'e': 0.024723526470339388}",25,16,17.229826412152455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3701,False,"{'a': 0.001, 'e': 0.024698815301512727}",20,15,9.841276429089142,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3702,False,"{'a': 0.001, 'e': 0.02467412883150343}",25,19,9.953765471319251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3703,False,"{'a': 0.001, 'e': 0.024649467035625004}",35,9,37.590637036646726,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
3704,False,"{'a': 0.001, 'e': 0.024624829889215685}",30,20,20.269888071151666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3705,False,"{'a': 0.001, 'e': 0.024600217367638302}",25,8,30.40028930779972,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3706,False,"{'a': 0.001, 'e': 0.02457562944628034}",25,10,24.987774028186692,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3707,False,"{'a': 0.001, 'e': 0.02455106610055386}",25,13,20.635779448317287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3708,False,"{'a': 0.001, 'e': 0.024526527305895537}",20,6,22.397082828111223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3709,False,"{'a': 0.001, 'e': 0.024502013037766564}",20,10,6.578970759715885,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3710,False,"{'a': 0.001, 'e': 0.02447752327165267}",25,18,14.7752797016507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3711,False,"{'a': 0.001, 'e': 0.02445305798306408}",20,10,15.741106275960792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3712,False,"{'a': 0.001, 'e': 0.024428617147535518}",25,15,18.713208429099545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3713,False,"{'a': 0.001, 'e': 0.02440420074062614}",20,15,8.6374737593498,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3714,False,"{'a': 0.001, 'e': 0.024379808737919537}",20,16,10.452497627767809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3715,False,"{'a': 0.001, 'e': 0.024355441115023704}",20,14,9.923550995021012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3716,False,"{'a': 0.001, 'e': 0.024331097847571002}",20,13,15.293631429887434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3717,False,"{'a': 0.001, 'e': 0.02430677891121819}",20,7,24.75356483423004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3718,False,"{'a': 0.001, 'e': 0.02428248428164631}",25,13,24.643338899639502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3719,False,"{'a': 0.001, 'e': 0.02425821393456074}",20,8,26.17420070162593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3720,False,"{'a': 0.001, 'e': 0.024233967845691113}",25,13,24.37814884911343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3721,False,"{'a': 0.001, 'e': 0.024209745990791363}",25,17,14.676418228076535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3722,False,"{'a': 0.001, 'e': 0.02418554834563962}",20,14,13.142360417632553,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3723,False,"{'a': 0.001, 'e': 0.02416137488603824}",20,10,6.852496830874211,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3724,False,"{'a': 0.001, 'e': 0.024137225587813747}",20,7,18.6461091700866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3725,False,"{'a': 0.001, 'e': 0.024113100426816865}",20,13,14.439025441346914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3726,False,"{'a': 0.001, 'e': 0.024088999378922418}",25,20,9.513467472404209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3727,False,"{'a': 0.001, 'e': 0.024064922420029358}",25,18,14.515417806875954,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3728,False,"{'a': 0.001, 'e': 0.024040869526060712}",20,12,14.68769823923254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3729,False,"{'a': 0.001, 'e': 0.024016840672963606}",20,9,19.659407426897573,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3730,False,"{'a': 0.001, 'e': 0.023992835836709175}",20,7,25.259219478221755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3731,False,"{'a': 0.001, 'e': 0.02396885499329258}",20,8,21.231596683457653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3732,False,"{'a': 0.001, 'e': 0.023944898118732967}",25,16,16.874006816212017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3733,False,"{'a': 0.001, 'e': 0.023920965189073478}",25,13,17.755713058952935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3734,False,"{'a': 0.001, 'e': 0.023897056180381168}",25,14,19.85966958806887,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3735,False,"{'a': 0.001, 'e': 0.023873171068747034}",30,9,38.87238158422282,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3736,False,"{'a': 0.001, 'e': 0.023849309830285947}",30,18,22.430540315161984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3737,False,"{'a': 0.001, 'e': 0.023825472441136687}",35,20,26.584769071573557,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3738,False,"{'a': 0.001, 'e': 0.023801658877461853}",25,13,19.602782135430754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3739,False,"{'a': 0.001, 'e': 0.02377786911544788}",20,11,-23.620175507802553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
3740,False,"{'a': 0.001, 'e': 0.023754103131304997}",20,15,9.617867698911162,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3741,False,"{'a': 0.001, 'e': 0.02373036090126723}",30,17,26.881941109519804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3742,False,"{'a': 0.001, 'e': 0.023706642401592346}",20,0,16.837425884418444,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3743,False,"{'a': 0.001, 'e': 0.023682947608561836}",20,6,25.609369241108475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3744,False,"{'a': 0.001, 'e': 0.0236592764984809}",20,16,8.351376520214165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3745,False,"{'a': 0.001, 'e': 0.023635629047678443}",20,7,4.387462765735963,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
3746,False,"{'a': 0.001, 'e': 0.023612005232507005}",20,14,12.316636896948403,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3747,False,"{'a': 0.001, 'e': 0.023588405029342768}",20,9,21.649510735711534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3748,False,"{'a': 0.001, 'e': 0.02356482841458551}",20,13,13.80745579241781,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3749,False,"{'a': 0.001, 'e': 0.023541275364658647}",20,12,16.432434535664278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3750,False,"{'a': 0.001, 'e': 0.023517745856009107}",25,12,24.080535147318876,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3751,False,"{'a': 0.001, 'e': 0.023494239865107385}",20,3,25.912479142979812,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3752,False,"{'a': 0.001, 'e': 0.023470757368447476}",20,10,21.02459298902532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3753,False,"{'a': 0.001, 'e': 0.0234472983425469}",20,10,18.839829854827215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3754,False,"{'a': 0.001, 'e': 0.023423862763946618}",30,19,23.98693593618401,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3755,False,"{'a': 0.001, 'e': 0.023400450609211056}",20,13,11.312010832237794,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3756,False,"{'a': 0.001, 'e': 0.023377061854928043}",20,14,13.11737053802771,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3757,False,"{'a': 0.001, 'e': 0.02335369647770884}",30,17,25.91675895214847,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3758,False,"{'a': 0.001, 'e': 0.023330354454188063}",30,19,18.271824124073984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3759,False,"{'a': 0.001, 'e': 0.023307035761023685}",25,2,36.56353625315388,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3760,False,"{'a': 0.001, 'e': 0.023283740374897}",30,23,12.14754323155644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3761,False,"{'a': 0.001, 'e': 0.023260468272512637}",35,5,40.64550389702079,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
3762,False,"{'a': 0.001, 'e': 0.023237219430598487}",20,7,26.73791767159998,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3763,False,"{'a': 0.001, 'e': 0.023213993825905707}",25,8,16.998986531212843,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3764,False,"{'a': 0.001, 'e': 0.023190791435208673}",20,4,24.26939633387801,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3765,False,"{'a': 0.001, 'e': 0.02316761223530502}",25,17,19.756834661406053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3766,False,"{'a': 0.001, 'e': 0.023144456203015532}",20,9,21.39278477904906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3767,False,"{'a': 0.001, 'e': 0.023121323315184173}",20,8,10.712229459481435,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3768,False,"{'a': 0.001, 'e': 0.02309821354867805}",20,14,13.89802807497026,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3769,False,"{'a': 0.001, 'e': 0.023075126880387407}",20,16,7.256412219778777,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3770,False,"{'a': 0.001, 'e': 0.02305206328722557}",20,13,14.142118470075818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3771,False,"{'a': 0.001, 'e': 0.02302902274612894}",20,12,15.574722943370801,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3772,False,"{'a': 0.001, 'e': 0.023006005234056964}",35,13,39.83069051319147,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3773,False,"{'a': 0.001, 'e': 0.02298301072799215}",20,16,7.435501518737531,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3774,False,"{'a': 0.001, 'e': 0.022960039204939983}",20,8,22.826369271886577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3775,False,"{'a': 0.001, 'e': 0.02293709064192893}",20,10,17.078091426979096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3776,False,"{'a': 0.001, 'e': 0.022914165016010422}",30,10,37.27225820231909,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3777,False,"{'a': 0.001, 'e': 0.02289126230425885}",25,17,16.48356372587143,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3778,False,"{'a': 0.001, 'e': 0.022868382483771488}",20,16,8.077361661197706,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3779,False,"{'a': 0.001, 'e': 0.022845525531668517}",20,10,18.811324708087277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3780,False,"{'a': 0.001, 'e': 0.02282269142509297}",30,15,29.00308760725455,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3781,False,"{'a': 0.001, 'e': 0.02279988014121076}",25,8,33.45422616426011,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3782,False,"{'a': 0.001, 'e': 0.022777091657210594}",20,6,26.787386610704353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3783,False,"{'a': 0.001, 'e': 0.02275432595030398}",20,10,16.015836101369985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3784,False,"{'a': 0.001, 'e': 0.022731582997725205}",20,15,12.413896416375364,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3785,False,"{'a': 0.001, 'e': 0.022708862776731332}",25,13,24.47384776734009,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3786,False,"{'a': 0.001, 'e': 0.022686165264602126}",30,18,22.279840414507486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3787,False,"{'a': 0.001, 'e': 0.022663490438640077}",25,14,18.85339495948376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3788,False,"{'a': 0.001, 'e': 0.022640838276170343}",25,20,10.519573770359532,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3789,False,"{'a': 0.001, 'e': 0.022618208754540785}",25,19,4.766634777070211,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
3790,False,"{'a': 0.001, 'e': 0.022595601851121864}",20,15,5.8069643714939465,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
3791,False,"{'a': 0.001, 'e': 0.022573017543306678}",25,10,29.37950615382865,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3792,False,"{'a': 0.001, 'e': 0.022550455808510905}",30,16,17.382020629578147,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3793,False,"{'a': 0.001, 'e': 0.02252791662417283}",20,12,13.850903686012366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3794,False,"{'a': 0.001, 'e': 0.02250539996775326}",20,13,8.681742106452043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3795,False,"{'a': 0.001, 'e': 0.02248290581673553}",20,16,9.154531110518331,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3796,False,"{'a': 0.001, 'e': 0.02246043414862548}",20,14,13.658832294397476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3797,False,"{'a': 0.001, 'e': 0.02243798494095146}",25,15,20.504469069968913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3798,False,"{'a': 0.001, 'e': 0.022415558171264255}",35,17,36.10619486439817,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3799,False,"{'a': 0.001, 'e': 0.022393153817137086}",20,6,27.455563832683833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3800,False,"{'a': 0.001, 'e': 0.02237077185616559}",25,15,21.072507967978442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3801,False,"{'a': 0.001, 'e': 0.022348412265967826}",25,20,9.911584495683895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3802,False,"{'a': 0.001, 'e': 0.022326075024184187}",25,18,13.212065249531223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3803,False,"{'a': 0.001, 'e': 0.022303760108477434}",25,5,33.4988859080986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3804,False,"{'a': 0.001, 'e': 0.02228146749653264}",25,15,19.06984218221738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3805,False,"{'a': 0.001, 'e': 0.02225919716605721}",20,14,8.802545129876485,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3806,False,"{'a': 0.001, 'e': 0.0222369490947808}",30,16,3.16123896839305,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
3807,False,"{'a': 0.001, 'e': 0.022214723260455337}",20,16,6.9980381574647215,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3808,False,"{'a': 0.001, 'e': 0.022192519640854974}",25,13,24.281215172456935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3809,False,"{'a': 0.001, 'e': 0.022170338213776113}",30,15,25.749645402331424,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3810,False,"{'a': 0.001, 'e': 0.022148178957037315}",20,2,33.61201404975209,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3811,False,"{'a': 0.001, 'e': 0.022126041848479317}",20,16,6.804955227641821,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3812,False,"{'a': 0.001, 'e': 0.022103926865965004}",30,13,30.265388541992063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3813,False,"{'a': 0.001, 'e': 0.022081833987379406}",20,6,28.520516618387425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3814,False,"{'a': 0.001, 'e': 0.022059763190629637}",30,14,18.90767840741332,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3815,False,"{'a': 0.001, 'e': 0.022037714453644896}",25,13,0.7741378933723833,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
3816,False,"{'a': 0.001, 'e': 0.02201568775437644}",25,16,16.608751700529105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3817,False,"{'a': 0.001, 'e': 0.021993683070797576}",20,8,21.143562289475312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3818,False,"{'a': 0.001, 'e': 0.021971700380903618}",20,10,19.83553612792918,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3819,False,"{'a': 0.001, 'e': 0.021949739662711874}",30,18,18.1991715802108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3820,False,"{'a': 0.001, 'e': 0.02192780089426161}",25,16,15.48091574225646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3821,False,"{'a': 0.001, 'e': 0.02190588405361408}",30,16,26.24352687132001,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3822,False,"{'a': 0.001, 'e': 0.021883989118852424}",20,15,4.26133890166796,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
3823,False,"{'a': 0.001, 'e': 0.021862116068081715}",20,7,19.237529094475907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3824,False,"{'a': 0.001, 'e': 0.021840264879428885}",20,2,30.70438042107928,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3825,False,"{'a': 0.001, 'e': 0.021818435531042762}",25,20,11.297383388058162,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3826,False,"{'a': 0.001, 'e': 0.02179662800109399}",30,14,33.63871342408382,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3827,False,"{'a': 0.001, 'e': 0.021774842267775037}",20,1,30.812756579456266,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3828,False,"{'a': 0.001, 'e': 0.021753078309300157}",35,18,31.183336028849908,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3829,False,"{'a': 0.001, 'e': 0.021731336103905406}",20,12,12.905684556797404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3830,False,"{'a': 0.001, 'e': 0.02170961562984857}",20,16,7.150065495210079,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3831,False,"{'a': 0.001, 'e': 0.021687916865409173}",20,0,30.748782792477062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3832,False,"{'a': 0.001, 'e': 0.02166623978888844}",20,10,16.072792757182178,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3833,False,"{'a': 0.001, 'e': 0.021644584378609312}",30,17,25.92191259545207,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3834,False,"{'a': 0.001, 'e': 0.021622950612916365}",20,6,26.334046972948695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3835,False,"{'a': 0.001, 'e': 0.021601338470175833}",25,0,42.54018662254221,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3836,False,"{'a': 0.001, 'e': 0.021579747928775563}",25,19,10.16154161046301,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3837,False,"{'a': 0.001, 'e': 0.021558178967125027}",20,13,14.666430392371067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3838,False,"{'a': 0.001, 'e': 0.02153663156365526}",25,12,25.78375648272628,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3839,False,"{'a': 0.001, 'e': 0.021515105696818845}",25,9,16.69838441346888,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3840,False,"{'a': 0.001, 'e': 0.021493601345089923}",30,16,24.145880324205475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3841,False,"{'a': 0.001, 'e': 0.021472118486964127}",25,9,32.84578592369631,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3842,False,"{'a': 0.001, 'e': 0.021450657100958614}",20,0,33.745738466380935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3843,False,"{'a': 0.001, 'e': 0.021429217165611993}",35,21,5.861067578895842,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
3844,False,"{'a': 0.001, 'e': 0.021407798659484324}",25,14,20.99404728563284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3845,False,"{'a': 0.001, 'e': 0.02138640156115709}",25,11,23.82247680357766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3846,False,"{'a': 0.001, 'e': 0.021365025849233204}",20,8,20.086904366361395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3847,False,"{'a': 0.001, 'e': 0.02134367150233695}",20,6,29.031002138512598,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3848,False,"{'a': 0.001, 'e': 0.02132233849911398}",25,17,13.651023752765532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3849,False,"{'a': 0.001, 'e': 0.02130102681823127}",25,17,17.591841467373925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3850,False,"{'a': 0.001, 'e': 0.02127973643837717}",20,10,19.081301717367364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3851,False,"{'a': 0.001, 'e': 0.021258467338261276}",20,2,30.848244949354147,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3852,False,"{'a': 0.001, 'e': 0.021237219496614494}",25,14,18.760054376140538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
